Time,Intensity
2022-07-19T06:25:10Z,0
2022-07-19T06:25:20Z,0
2022-07-19T06:25:30Z,0
2022-07-19T06:25:40Z,0
2022-07-19T06:25:50Z,0
2022-07-19T06:26:00Z,0
2022-07-19T06:26:10Z,0
2022-07-19T06:26:20Z,0
2022-07-19T06:26:30Z,0
2022-07-19T06:26:40Z,0
2022-07-19T06:26:50Z,0
2022-07-19T06:27:00Z,0
2022-07-19T06:27:10Z,0
2022-07-19T06:27:20Z,0
2022-07-19T06:27:30Z,0
2022-07-19T06:27:40Z,0
2022-07-19T06:27:50Z,0
2022-07-19T06:28:00Z,0
2022-07-19T06:28:10Z,0
2022-07-19T06:28:20Z,0
2022-07-19T06:28:30Z,0
2022-07-19T06:28:40Z,0
2022-07-19T06:28:50Z,0
2022-07-19T06:29:00Z,0
2022-07-19T06:29:10Z,0
2022-07-19T06:29:20Z,0
2022-07-19T06:29:30Z,0
2022-07-19T06:29:40Z,0
2022-07-19T06:29:50Z,0
2022-07-19T06:30:00Z,0
2022-07-19T06:30:10Z,0
2022-07-19T06:30:20Z,0
2022-07-19T06:30:30Z,0
2022-07-19T06:30:40Z,0
2022-07-19T06:30:50Z,0
2022-07-19T06:31:00Z,0
2022-07-19T06:31:10Z,0
2022-07-19T06:31:20Z,0
2022-07-19T06:31:30Z,0
2022-07-19T06:31:40Z,0
2022-07-19T06:31:50Z,0
2022-07-19T06:32:00Z,0
2022-07-19T06:32:10Z,0
2022-07-19T06:32:20Z,0
2022-07-19T06:32:30Z,0
2022-07-19T06:32:40Z,0
2022-07-19T06:32:50Z,0
2022-07-19T06:33:00Z,0
2022-07-19T06:33:10Z,0
2022-07-19T06:33:20Z,0
2022-07-19T06:33:30Z,0
2022-07-19T06:33:40Z,0
2022-07-19T06:33:50Z,0
2022-07-19T06:34:00Z,0
2022-07-19T06:34:10Z,0
2022-07-19T06:34:20Z,0
2022-07-19T06:34:30Z,0
2022-07-19T06:34:40Z,0
2022-07-19T06:34:50Z,0
2022-07-19T06:35:00Z,0
2022-07-19T06:35:10Z,0
2022-07-19T06:35:20Z,0
2022-07-19T06:35:30Z,0
2022-07-19T06:35:40Z,0
2022-07-19T06:35:50Z,0
2022-07-19T06:36:00Z,0
2022-07-19T06:36:10Z,0
2022-07-19T06:36:20Z,0
2022-07-19T06:36:30Z,0
2022-07-19T06:36:40Z,0
2022-07-19T06:36:50Z,0
2022-07-19T06:37:00Z,0
2022-07-19T06:37:10Z,0
2022-07-19T06:37:20Z,0
2022-07-19T06:37:30Z,0
2022-07-19T06:37:40Z,0
2022-07-19T06:37:50Z,0
2022-07-19T06:38:00Z,0
2022-07-19T06:38:10Z,0
2022-07-19T06:38:20Z,0
2022-07-19T06:38:30Z,0
2022-07-19T06:38:40Z,0
2022-07-19T06:38:50Z,0
2022-07-19T06:39:00Z,0
2022-07-19T06:39:10Z,0
2022-07-19T06:39:20Z,0
2022-07-19T06:39:30Z,0
2022-07-19T06:39:40Z,0
2022-07-19T06:39:50Z,0
2022-07-19T06:40:00Z,0
2022-07-19T06:40:10Z,0
2022-07-19T06:40:20Z,0
2022-07-19T06:40:30Z,0.86
2022-07-19T06:40:40Z,0
2022-07-19T06:40:50Z,0
2022-07-19T06:41:00Z,0
2022-07-19T06:41:10Z,0
2022-07-19T06:41:20Z,0
2022-07-19T06:41:30Z,0
2022-07-19T06:41:40Z,0.288
2022-07-19T06:41:50Z,0
2022-07-19T06:42:00Z,0
2022-07-19T06:42:10Z,0
2022-07-19T06:42:20Z,0
2022-07-19T06:42:30Z,0
2022-07-19T06:42:40Z,0.776
2022-07-19T06:42:50Z,0.815
2022-07-19T06:43:00Z,0.538
2022-07-19T06:43:10Z,0.591
2022-07-19T06:43:20Z,1.09
2022-07-19T06:43:30Z,1.022
2022-07-19T06:43:40Z,0.305
2022-07-19T06:43:50Z,2.011
2022-07-19T06:44:00Z,3.886
2022-07-19T06:44:10Z,2.911
2022-07-19T06:44:20Z,5.702
2022-07-19T06:44:30Z,16.683
2022-07-19T06:44:40Z,14.676
2022-07-19T06:44:50Z,17.352
2022-07-19T06:45:00Z,30.448
2022-07-19T06:45:10Z,41.645
2022-07-19T06:45:20Z,18.39
2022-07-19T06:45:30Z,15.651
2022-07-19T06:45:40Z,25.197
2022-07-19T06:45:50Z,39.487
2022-07-19T06:46:00Z,41.776
2022-07-19T06:46:10Z,50.351
2022-07-19T06:46:20Z,64.164
2022-07-19T06:46:30Z,84.671
2022-07-19T06:46:40Z,67.507
2022-07-19T06:46:50Z,61.171
2022-07-19T06:47:00Z,84.452
2022-07-19T06:47:10Z,57.296
2022-07-19T06:47:20Z,60.074
2022-07-19T06:47:30Z,85.424
2022-07-19T06:47:40Z,119.327
2022-07-19T06:47:50Z,76.211
2022-07-19T06:48:00Z,99.222
2022-07-19T06:48:10Z,147.606
2022-07-19T06:48:20Z,99.246
2022-07-19T06:48:30Z,143.947
2022-07-19T06:48:40Z,119.666
2022-07-19T06:48:50Z,98.446
2022-07-19T06:49:00Z,120.315
2022-07-19T06:49:10Z,113.46
2022-07-19T06:49:20Z,86.077
2022-07-19T06:49:30Z,78.48
2022-07-19T06:49:40Z,104.039
2022-07-19T06:49:50Z,145.124
2022-07-19T06:50:00Z,105.324
2022-07-19T06:50:10Z,107.786
2022-07-19T06:50:20Z,104.093
2022-07-19T06:50:30Z,80.164
2022-07-19T06:50:40Z,70.142
2022-07-19T06:50:50Z,78.502
2022-07-19T06:51:00Z,70.32
2022-07-19T06:51:10Z,74.299
2022-07-19T06:51:20Z,64.883
2022-07-19T06:51:30Z,108.656
2022-07-19T06:51:40Z,89.99
2022-07-19T06:51:50Z,87.576
2022-07-19T06:52:00Z,80.916
2022-07-19T06:52:10Z,80.012
2022-07-19T06:52:20Z,66.524
2022-07-19T06:52:30Z,71.351
2022-07-19T06:52:40Z,56.154
2022-07-19T06:52:50Z,65.111
2022-07-19T06:53:00Z,69.706
2022-07-19T06:53:10Z,57.7
2022-07-19T06:53:20Z,77.797
2022-07-19T06:53:30Z,39.676
2022-07-19T06:53:40Z,68.01
2022-07-19T06:53:50Z,114.323
2022-07-19T06:54:00Z,77.423
2022-07-19T06:54:10Z,42.385
2022-07-19T06:54:20Z,23.657
2022-07-19T06:54:30Z,25.928
2022-07-19T06:54:40Z,21.406
2022-07-19T06:54:50Z,30.278
2022-07-19T06:55:00Z,43.211
2022-07-19T06:55:10Z,27.134
2022-07-19T06:55:20Z,20.16
2022-07-19T06:55:30Z,26.279
2022-07-19T06:55:40Z,15.152
2022-07-19T06:55:50Z,12.563
2022-07-19T06:56:00Z,14.148
2022-07-19T06:56:10Z,13.148
2022-07-19T06:56:20Z,37.614
2022-07-19T06:56:30Z,13.879
2022-07-19T06:56:40Z,9.061
2022-07-19T06:56:50Z,17.766
2022-07-19T06:57:00Z,10.178
2022-07-19T06:57:10Z,20.837
2022-07-19T06:57:20Z,12.528
2022-07-19T06:57:30Z,9.736
2022-07-19T06:57:40Z,13.793
2022-07-19T06:57:50Z,12.683
2022-07-19T06:58:00Z,16.217
2022-07-19T06:58:10Z,10.013
2022-07-19T06:58:20Z,25.362
2022-07-19T06:58:30Z,37.138
2022-07-19T06:58:40Z,34.748
2022-07-19T06:58:50Z,22.092
2022-07-19T06:59:00Z,12.561
2022-07-19T06:59:10Z,14.856
2022-07-19T06:59:20Z,10.361
2022-07-19T06:59:30Z,7.024
2022-07-19T06:59:40Z,7.161
2022-07-19T06:59:50Z,2.608
2022-07-19T07:00:00Z,7.756
2022-07-19T07:00:10Z,9.799
2022-07-19T07:00:20Z,4.77
2022-07-19T07:00:30Z,8.696
2022-07-19T07:00:40Z,19.153
2022-07-19T07:00:50Z,13.959
2022-07-19T07:01:00Z,4.553
2022-07-19T07:01:10Z,7.189
2022-07-19T07:01:20Z,1.569
2022-07-19T07:01:30Z,3.265
2022-07-19T07:01:40Z,1.66
2022-07-19T07:01:50Z,6.71
2022-07-19T07:02:00Z,12.332
2022-07-19T07:02:10Z,15.988
2022-07-19T07:02:20Z,17.787
2022-07-19T07:02:30Z,16.582
2022-07-19T07:02:40Z,16.16
2022-07-19T07:02:50Z,9.044
2022-07-19T07:03:00Z,7.352
2022-07-19T07:03:10Z,6.521
2022-07-19T07:03:20Z,10.585
2022-07-19T07:03:30Z,8.869
2022-07-19T07:03:40Z,9.331
2022-07-19T07:03:50Z,3.262
2022-07-19T07:04:00Z,4.257
2022-07-19T07:04:10Z,8.868
2022-07-19T07:04:20Z,4.524
2022-07-19T07:04:30Z,4.75
2022-07-19T07:04:40Z,3.442
2022-07-19T07:04:50Z,2.645
2022-07-19T07:05:00Z,2.603
2022-07-19T07:05:10Z,3.007
2022-07-19T07:05:20Z,5.071
2022-07-19T07:05:30Z,5.861
2022-07-19T07:05:40Z,16.238
2022-07-19T07:05:50Z,38.202
2022-07-19T07:06:00Z,33.386
